Datum;Tijd;Lgstk aantal stickers;Relatie nr_;Relatie collicode;Beladings aantallen;Product omschrijving 1;TransactieId;Opmerking5;Entry;Lgstk aantal fust op sticker
2023-04-14 00:00:00.000;1754-01-01 06:58:09.200;1;K510003;005-ST.POELTEN;1x1;Equisetum japonica;9E2C7EA5-8205-436C-AA08-992D288B8DCD;VR;11240222;20
2023-04-14 00:00:00.000;1754-01-01 06:58:09.200;1;K510004;006-SEIERSBERG;1x1;Equisetum japonica;9E2C7EA5-8205-436C-AA08-992D288B8DCD;VR;11240223;20
2023-04-14 00:00:00.000;1754-01-01 06:58:09.200;1;K510005;007-WIEN-HIRSCH;2x1;Equisetum japonica;9E2C7EA5-8205-436C-AA08-992D288B8DCD;VR;11240224;20
2023-04-14 00:00:00.000;1754-01-01 06:58:09.200;1;K510006;008-BRUNN AM G;2x1;Equisetum japonica;9E2C7EA5-8205-436C-AA08-992D288B8DCD;VR;11240225;20
2023-04-14 00:00:00.000;1754-01-01 06:58:09.217;1;K510012;014-ROEDENTAL;1x1;Equisetum japonica;9E2C7EA5-8205-436C-AA08-992D288B8DCD;VR;11240226;20
2023-04-14 00:00:00.000;1754-01-01 06:58:09.217;1;K510017;019-SCHWAEBISC;1x1;Equisetum japonica;9E2C7EA5-8205-436C-AA08-992D288B8DCD;VR;11240227;20
2023-04-14 00:00:00.000;1754-01-01 06:58:09.217;1;K510024;026-HOMBURG;1x1;Equisetum japonica;9E2C7EA5-8205-436C-AA08-992D288B8DCD;VR;11240228;20
2023-04-14 00:00:00.000;1754-01-01 06:58:09.217;1;K510028;030-AMBERG;1x1;Equisetum japonica;9E2C7EA5-8205-436C-AA08-992D288B8DCD;VR;11240229;20
2023-04-14 00:00:00.000;1754-01-01 06:58:09.217;1;K510031;033-MEERANE;1x1;Equisetum japonica;9E2C7EA5-8205-436C-AA08-992D288B8DCD;VR;11240230;20
2023-04-14 00:00:00.000;1754-01-01 06:58:09.233;1;K510036;038-PEISSENBER;1x1;Equisetum japonica;9E2C7EA5-8205-436C-AA08-992D288B8DCD;VR;11240231;20
2023-04-14 00:00:00.000;1754-01-01 06:58:09.233;1;K510037;039-TAUCHA;1x1;Equisetum japonica;9E2C7EA5-8205-436C-AA08-992D288B8DCD;VR;11240232;20
2023-04-14 00:00:00.000;1754-01-01 06:58:09.233;1;K510043;045-MARKKLEEBE;1x1;Equisetum japonica;9E2C7EA5-8205-436C-AA08-992D288B8DCD;VR;11240233;20
2023-04-14 00:00:00.000;1754-01-01 06:58:09.233;1;K510056;058-WEIL;1x1;Equisetum japonica;9E2C7EA5-8205-436C-AA08-992D288B8DCD;VR;11240234;20
2023-04-14 00:00:00.000;1754-01-01 06:58:09.233;1;K510059;061-NEUWIED;2x1;Equisetum japonica;9E2C7EA5-8205-436C-AA08-992D288B8DCD;VR;11240235;20
2023-04-14 00:00:00.000;1754-01-01 06:58:09.233;1;K510070;073-MUENCH. III;1x1;Equisetum japonica;9E2C7EA5-8205-436C-AA08-992D288B8DCD;VR;11240236;20
2023-04-14 00:00:00.000;1754-01-01 06:58:09.247;1;K510076;082-RAIN (BLUM;2x1;Equisetum japonica;9E2C7EA5-8205-436C-AA08-992D288B8DCD;VR;11240237;20
2023-04-14 00:00:00.000;1754-01-01 06:58:09.247;1;K510088;094-PFULLINGEN;1x1;Equisetum japonica;9E2C7EA5-8205-436C-AA08-992D288B8DCD;VR;11240238;20
2023-04-14 00:00:00.000;1754-01-01 06:58:09.247;1;K510095;104-DUSSELDORF;1x1;Equisetum japonica;9E2C7EA5-8205-436C-AA08-992D288B8DCD;VR;11240239;20
2023-04-14 00:00:00.000;1754-01-01 06:58:09.247;1;K550201;173-WALS-SIEZE;1x1;Equisetum japonica;9E2C7EA5-8205-436C-AA08-992D288B8DCD;ZO;11240240;20
2023-04-14 00:00:00.000;1754-01-01 06:58:09.263;1;K510010;012-WITTEN;1x1;Equisetum japonica;9E2C7EA5-8205-436C-AA08-992D288B8DCD;ZO;11240241;20
2023-04-14 00:00:00.000;1754-01-01 06:58:09.263;1;K510016;018-LUDWIGSHAF;1x1;Equisetum japonica;9E2C7EA5-8205-436C-AA08-992D288B8DCD;ZO;11240242;20
2023-04-14 00:00:00.000;1754-01-01 06:58:09.263;1;K510023;025-WORMS;1x1;Equisetum japonica;9E2C7EA5-8205-436C-AA08-992D288B8DCD;ZO;11240243;20
2023-04-14 00:00:00.000;1754-01-01 06:58:09.263;1;K510041;043-AUGSB I (L);1x1;Equisetum japonica;9E2C7EA5-8205-436C-AA08-992D288B8DCD;ZO;11240244;20
2023-04-14 00:00:00.000;1754-01-01 06:58:09.263;1;K510046;048-NEUOETTING;1x1;Equisetum japonica;9E2C7EA5-8205-436C-AA08-992D288B8DCD;ZO;11240245;20
2023-04-14 00:00:00.000;1754-01-01 06:58:09.280;1;K510049;051-MEMMINGEN;1x1;Equisetum japonica;9E2C7EA5-8205-436C-AA08-992D288B8DCD;ZO;11240246;20
2023-04-14 00:00:00.000;1754-01-01 06:58:09.280;1;K510082;088-LANDSHUT;1x1;Equisetum japonica;9E2C7EA5-8205-436C-AA08-992D288B8DCD;ZO;11240247;20
2023-04-14 00:00:00.000;1754-01-01 06:58:09.280;1;K510097;107-HAMBURG I;1x1;Equisetum japonica;9E2C7EA5-8205-436C-AA08-992D288B8DCD;ZO;11240248;20
2023-04-14 00:00:00.000;1754-01-01 06:58:09.280;1;K510102;112-KAMEN;2x1;Equisetum japonica;9E2C7EA5-8205-436C-AA08-992D288B8DCD;ZO;11240249;20
2023-04-14 00:00:00.000;1754-01-01 06:58:09.280;1;K550006;120-BOENNINGSTE;1x1;Equisetum japonica;9E2C7EA5-8205-436C-AA08-992D288B8DCD;ZO;11240250;20
2023-04-14 00:00:00.000;1754-01-01 06:58:09.280;1;K550181;127-NUERNBERG;1x1;Equisetum japonica;9E2C7EA5-8205-436C-AA08-992D288B8DCD;ZO;11240251;20
2023-04-14 00:00:00.000;1754-01-01 06:58:09.297;1;K550183;130-INGOLSTADT;1x1;Equisetum japonica;9E2C7EA5-8205-436C-AA08-992D288B8DCD;ZO;11240252;20
2023-04-14 00:00:00.000;1754-01-01 06:58:09.297;1;K550182;132-WALDSHUT;1x1;Equisetum japonica;9E2C7EA5-8205-436C-AA08-992D288B8DCD;ZO;11240253;20
2023-04-14 00:00:00.000;1754-01-01 06:59:46.480;1;K510001;003-WIEN II S;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;VR;11240254;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.497;1;K510002;004-VOELS-CYTA;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;VR;11240255;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.500;1;K510004;006-SEIERSBERG;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;VR;11240256;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.500;1;K510005;007-WIEN-HIRSCH;2x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;VR;11240257;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.500;1;K510006;008-BRUNN AM G;2x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;VR;11240258;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.500;1;K510008;010-PASCHING-LI;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;VR;11240259;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.500;1;K550268;177-GERASDORF;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;VR;11240260;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.517;1;K510009;011-HEIDESHEIM;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;VR;11240261;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.517;1;K510012;014-ROEDENTAL;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;VR;11240262;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.517;1;K510017;019-SCHWAEBISC;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;VR;11240263;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.517;1;K510019;021-RASTATT;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;VR;11240264;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.530;1;K510020;022-HALLE;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;VR;11240265;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.530;1;K510024;026-HOMBURG;2x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;VR;11240266;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.530;1;K510026;028-CHEMNITZ-RO;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;VR;11240267;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.530;1;K510031;033-MEERANE;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;VR;11240268;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.530;1;K510033;035-SAARBRUECK;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;VR;11240269;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.547;1;K510036;038-PEISSENBER;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;VR;11240270;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.547;1;K510037;039-TAUCHA;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;VR;11240271;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.547;1;K510040;042-HOFHEIM;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;VR;11240272;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.547;1;K510043;045-MARKKLEEBE;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;VR;11240273;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.547;1;K510044;046-SINGEN;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;VR;11240274;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.563;1;K510050;052-SAUERLACH;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;VR;11240275;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.563;1;K510054;056-FREISING;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;VR;11240276;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.563;1;K510056;058-WEIL;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;VR;11240277;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.563;1;K510059;061-NEUWIED;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;VR;11240278;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.563;1;K510065;067-WOLFRATSHA;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;VR;11240279;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.577;1;K510069;071-KEMPTEN;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;VR;11240280;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.577;1;K510070;073-MUENCH. III;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;VR;11240281;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.577;1;K510076;082-RAIN (BLUM;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;VR;11240282;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.577;1;K510086;092-WUERZBURG;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;VR;11240283;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.577;1;K510088;094-PFULLINGEN;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;VR;11240284;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.577;1;K510090;096-SPEYER;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;VR;11240285;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.597;1;K510091;097-KARLSRUHE;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;VR;11240286;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.597;1;K510093;101-TRAUNSTEIN;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;VR;11240287;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.597;1;K510094;103-KASSEL;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;VR;11240288;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.597;1;K510095;104-DUSSELDORF;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;VR;11240289;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.597;1;K510099;109-FRECHEN;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;VR;11240290;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.597;1;K550218;113-CHEMNITZ;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;VR;11240291;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.613;1;K510103;115-HANNOVER I;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;VR;11240292;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.613;1;K550219;123-MONTABAUR;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;VR;11240293;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.613;1;K550101;125-ERDING;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;VR;11240294;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.613;1;K550220;136-BOUS;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;VR;11240295;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.613;1;K550060;141-BIBERACH;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;VR;11240296;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.630;1;K550133;170-WELS;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;ZO;11240297;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.630;1;K550207;171-WIENER NEUS;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;ZO;11240298;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.630;1;K550201;173-WALS-SIEZE;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;ZO;11240299;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.630;1;K510010;012-WITTEN;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;ZO;11240300;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.647;1;K510011;013-BENSHEIM;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;ZO;11240301;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.647;1;K510014;016-EICHENZELL;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;ZO;11240302;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.647;1;K510015;017-FUERTH;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;ZO;11240303;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.647;1;K510023;025-WORMS;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;ZO;11240304;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.647;1;K510029;031-PLOCHINGEN;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;ZO;11240305;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.647;1;K510034;036-SCHWEINFUR;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;ZO;11240306;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.660;1;K510038;040-HANAU;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;ZO;11240307;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.660;1;K510039;041-STRAUBING;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;ZO;11240308;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.660;1;K510041;043-AUGSB I (L);1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;ZO;11240309;50
2023-04-14 00:00:00.000;1754-01-01 06:59:46.660;1;K510048;050-BROCKWITZ;1x5;Hottonia palustris;C420E85C-2FF5-4036-9260-1062EEE2630B;ZO;11240310;50
2023-04-14 00:00:00.000;1754-01-01 07:00:26.500;1;K510003;005-ST.POELTEN;1x8;Stratiotes aloides;2D23D260-1F4B-4AF2-8817-72A6BB4A52C5;VR;11240311;40
2023-04-14 00:00:00.000;1754-01-01 07:00:26.500;1;K510004;006-SEIERSBERG;1x8;Stratiotes aloides;2D23D260-1F4B-4AF2-8817-72A6BB4A52C5;VR;11240312;40
2023-04-14 00:00:00.000;1754-01-01 07:00:26.500;1;K510005;007-WIEN-HIRSCH;1x8;Stratiotes aloides;2D23D260-1F4B-4AF2-8817-72A6BB4A52C5;VR;11240313;40
2023-04-14 00:00:00.000;1754-01-01 07:00:26.513;1;K510006;008-BRUNN AM G;1x8;Stratiotes aloides;2D23D260-1F4B-4AF2-8817-72A6BB4A52C5;VR;11240314;40
2023-04-14 00:00:00.000;1754-01-01 07:00:26.513;1;K550268;177-GERASDORF;1x8;Stratiotes aloides;2D23D260-1F4B-4AF2-8817-72A6BB4A52C5;VR;11240315;40
2023-04-14 00:00:00.000;1754-01-01 07:00:26.513;1;K510009;011-HEIDESHEIM;1x8;Stratiotes aloides;2D23D260-1F4B-4AF2-8817-72A6BB4A52C5;VR;11240316;40
2023-04-14 00:00:00.000;1754-01-01 07:00:26.513;1;K510012;014-ROEDENTAL;1x8;Stratiotes aloides;2D23D260-1F4B-4AF2-8817-72A6BB4A52C5;VR;11240317;40
2023-04-14 00:00:00.000;1754-01-01 07:00:26.530;1;K510017;019-SCHWAEBISC;1x8;Stratiotes aloides;2D23D260-1F4B-4AF2-8817-72A6BB4A52C5;VR;11240318;40
2023-04-14 00:00:00.000;1754-01-01 07:00:26.533;1;K510024;026-HOMBURG;1x8;Stratiotes aloides;2D23D260-1F4B-4AF2-8817-72A6BB4A52C5;VR;11240319;40
2023-04-14 00:00:00.000;1754-01-01 07:00:26.533;1;K510026;028-CHEMNITZ-RO;1x8;Stratiotes aloides;2D23D260-1F4B-4AF2-8817-72A6BB4A52C5;VR;11240320;40
2023-04-14 00:00:00.000;1754-01-01 07:00:26.533;1;K510028;030-AMBERG;1x8;Stratiotes aloides;2D23D260-1F4B-4AF2-8817-72A6BB4A52C5;VR;11240321;40
2023-04-14 00:00:00.000;1754-01-01 07:00:26.533;1;K510031;033-MEERANE;2x8;Stratiotes aloides;2D23D260-1F4B-4AF2-8817-72A6BB4A52C5;VR;11240322;40
2023-04-14 00:00:00.000;1754-01-01 07:00:26.533;1;K510033;035-SAARBRUECK;1x8;Stratiotes aloides;2D23D260-1F4B-4AF2-8817-72A6BB4A52C5;VR;11240323;40
2023-04-14 00:00:00.000;1754-01-01 07:00:26.533;1;K510036;038-PEISSENBER;1x8;Stratiotes aloides;2D23D260-1F4B-4AF2-8817-72A6BB4A52C5;VR;11240324;40
2023-04-14 00:00:00.000;1754-01-01 07:00:26.533;1;K510037;039-TAUCHA;1x8;Stratiotes aloides;2D23D260-1F4B-4AF2-8817-72A6BB4A52C5;VR;11240325;40
2023-04-14 00:00:00.000;1754-01-01 07:00:26.550;1;K510040;042-HOFHEIM;1x8;Stratiotes aloides;2D23D260-1F4B-4AF2-8817-72A6BB4A52C5;VR;11240326;40
2023-04-14 00:00:00.000;1754-01-01 07:00:26.550;1;K510043;045-MARKKLEEBE;1x8;Stratiotes aloides;2D23D260-1F4B-4AF2-8817-72A6BB4A52C5;VR;11240327;40
2023-04-14 00:00:00.000;1754-01-01 07:00:26.550;1;K510044;046-SINGEN;1x8;Stratiotes aloides;2D23D260-1F4B-4AF2-8817-72A6BB4A52C5;VR;11240328;40
2023-04-14 00:00:00.000;1754-01-01 07:00:26.550;1;K510050;052-SAUERLACH;1x8;Stratiotes aloides;2D23D260-1F4B-4AF2-8817-72A6BB4A52C5;VR;11240329;40
2023-04-14 00:00:00.000;1754-01-01 07:00:26.550;1;K510054;056-FREISING;1x8;Stratiotes aloides;2D23D260-1F4B-4AF2-8817-72A6BB4A52C5;VR;11240330;40
2023-04-14 00:00:00.000;1754-01-01 07:00:26.550;1;K510055;057-OBERKOTZAU;1x8;Stratiotes aloides;2D23D260-1F4B-4AF2-8817-72A6BB4A52C5;VR;11240331;40
2023-04-14 00:00:00.000;1754-01-01 07:00:26.550;1;K510056;058-WEIL;1x8;Stratiotes aloides;2D23D260-1F4B-4AF2-8817-72A6BB4A52C5;VR;11240332;40
2023-04-14 00:00:00.000;1754-01-01 07:00:26.567;1;K510057;059-NEUSTADT;1x8;Stratiotes aloides;2D23D260-1F4B-4AF2-8817-72A6BB4A52C5;VR;11240333;40
2023-04-14 00:00:00.000;1754-01-01 07:00:26.567;1;K510059;061-NEUWIED;1x8;Stratiotes aloides;2D23D260-1F4B-4AF2-8817-72A6BB4A52C5;VR;11240334;40
2023-04-14 00:00:00.000;1754-01-01 07:00:26.567;1;K510065;067-WOLFRATSHA;1x8;Stratiotes aloides;2D23D260-1F4B-4AF2-8817-72A6BB4A52C5;VR;11240335;40
2023-04-14 00:00:00.000;1754-01-01 07:00:26.567;1;K510070;073-MUENCH. III;1x8;Stratiotes aloides;2D23D260-1F4B-4AF2-8817-72A6BB4A52C5;VR;11240336;40
2023-04-14 00:00:00.000;1754-01-01 07:00:26.567;1;K510076;082-RAIN (BLUM;1x8;Stratiotes aloides;2D23D260-1F4B-4AF2-8817-72A6BB4A52C5;VR;11240337;40
2023-04-14 00:00:00.000;1754-01-01 07:00:26.567;1;K510078;084-INGOLSTADT;1x8;Stratiotes aloides;2D23D260-1F4B-4AF2-8817-72A6BB4A52C5;VR;11240338;40
2023-04-14 00:00:00.000;1754-01-01 07:00:26.580;1;K510087;093-BOEBLINGEN;2x8;Stratiotes aloides;2D23D260-1F4B-4AF2-8817-72A6BB4A52C5;VR;11240339;40
2023-04-14 00:00:00.000;1754-01-01 07:00:26.580;1;K510088;094-PFULLINGEN;1x8;Stratiotes aloides;2D23D260-1F4B-4AF2-8817-72A6BB4A52C5;VR;11240340;40
2023-04-14 00:00:00.000;1754-01-01 07:00:26.580;1;K510089;095-BAMBERG;1x8;Stratiotes aloides;2D23D260-1F4B-4AF2-8817-72A6BB4A52C5;VR;11240341;40
2023-04-14 00:00:00.000;1754-01-01 07:00:26.580;1;K510090;096-SPEYER;1x8;Stratiotes aloides;2D23D260-1F4B-4AF2-8817-72A6BB4A52C5;VR;11240342;40
2023-04-14 00:00:00.000;1754-01-01 07:00:26.580;1;K510091;097-KARLSRUHE;1x8;Stratiotes aloides;2D23D260-1F4B-4AF2-8817-72A6BB4A52C5;VR;11240343;40
2023-04-14 00:00:00.000;1754-01-01 07:01:00.587;1;K510026;028-CHEMNITZ-RO;1x6;Nymphaea pygmaea Alba;A4D03514-12E6-42CD-87A6-18F7DD1917F2;VR;11240344;36
2023-04-14 00:00:00.000;1754-01-01 07:01:00.600;1;K510045;047-ULLA-NOHRA;1x6;Nymphaea pygmaea Alba;A4D03514-12E6-42CD-87A6-18F7DD1917F2;VR;11240345;36
2023-04-14 00:00:00.000;1754-01-01 07:01:00.600;1;K510071;074-GERMERING;1x6;Nymphaea pygmaea Alba;A4D03514-12E6-42CD-87A6-18F7DD1917F2;VR;11240346;36
2023-04-14 00:00:00.000;1754-01-01 07:01:00.600;1;K510092;098-RAVENSBURG;1x6;Nymphaea pygmaea Alba;A4D03514-12E6-42CD-87A6-18F7DD1917F2;VR;11240347;36
2023-04-14 00:00:00.000;1754-01-01 07:01:00.600;1;K510099;109-FRECHEN;1x6;Nymphaea pygmaea Alba;A4D03514-12E6-42CD-87A6-18F7DD1917F2;VR;11240348;36
2023-04-14 00:00:00.000;1754-01-01 07:01:00.600;1;K550218;113-CHEMNITZ;1x6;Nymphaea pygmaea Alba;A4D03514-12E6-42CD-87A6-18F7DD1917F2;VR;11240349;36
2023-04-14 00:00:00.000;1754-01-01 07:01:00.617;1;K510021;023-MAINASCHAF;1x6;Nymphaea pygmaea Alba;A4D03514-12E6-42CD-87A6-18F7DD1917F2;ZO;11240350;36
2023-04-14 00:00:00.000;1754-01-01 07:01:00.617;1;K510034;036-SCHWEINFUR;1x6;Nymphaea pygmaea Alba;A4D03514-12E6-42CD-87A6-18F7DD1917F2;ZO;11240351;36
2023-04-14 00:00:00.000;1754-01-01 07:01:00.617;1;K510038;040-HANAU;1x6;Nymphaea pygmaea Alba;A4D03514-12E6-42CD-87A6-18F7DD1917F2;ZO;11240352;36
2023-04-14 00:00:00.000;1754-01-01 07:01:00.617;1;K510048;050-BROCKWITZ;1x6;Nymphaea pygmaea Alba;A4D03514-12E6-42CD-87A6-18F7DD1917F2;ZO;11240353;36
2023-04-14 00:00:00.000;1754-01-01 07:01:00.633;1;K510096;106-ERLANGEN;1x6;Nymphaea pygmaea Alba;A4D03514-12E6-42CD-87A6-18F7DD1917F2;ZO;11240354;36
2023-04-14 00:00:00.000;1754-01-01 07:01:00.633;1;K510098;108-HAMBURG II;2x6;Nymphaea pygmaea Alba;A4D03514-12E6-42CD-87A6-18F7DD1917F2;ZO;11240355;36
2023-04-14 00:00:00.000;1754-01-01 07:01:00.633;1;K510100;110-DRESDEN II;1x6;Nymphaea pygmaea Alba;A4D03514-12E6-42CD-87A6-18F7DD1917F2;ZO;11240356;36
2023-04-14 00:00:00.000;1754-01-01 07:01:00.633;1;K510102;112-KAMEN;1x6;Nymphaea pygmaea Alba;A4D03514-12E6-42CD-87A6-18F7DD1917F2;ZO;11240357;36
2023-04-14 00:00:00.000;1754-01-01 07:01:00.633;1;K550106;119-FREIBURG;1x6;Nymphaea pygmaea Alba;A4D03514-12E6-42CD-87A6-18F7DD1917F2;ZO;11240358;36
2023-04-14 00:00:00.000;1754-01-01 07:01:00.633;1;K550006;120-BOENNINGSTE;1x6;Nymphaea pygmaea Alba;A4D03514-12E6-42CD-87A6-18F7DD1917F2;ZO;11240359;36
2023-04-14 00:00:00.000;1754-01-01 07:01:00.647;1;K550182;132-WALDSHUT;1x6;Nymphaea pygmaea Alba;A4D03514-12E6-42CD-87A6-18F7DD1917F2;ZO;11240360;36
2023-04-14 00:00:00.000;1754-01-01 07:01:00.647;1;K550205;134-OSNABRUCK;1x6;Nymphaea pygmaea Alba;A4D03514-12E6-42CD-87A6-18F7DD1917F2;ZO;11240361;36
2023-04-14 00:00:00.000;1754-01-01 07:02:05.603;1;K510005;007-WIEN-HIRSCH;1x8;Elodea densa;5F414C36-9FD4-4BD2-882F-50733B1977EA;VR;11240362;40
2023-04-14 00:00:00.000;1754-01-01 07:02:05.617;1;K510012;014-ROEDENTAL;1x8;Elodea densa;5F414C36-9FD4-4BD2-882F-50733B1977EA;VR;11240363;40
2023-04-14 00:00:00.000;1754-01-01 07:02:05.623;1;K510019;021-RASTATT;1x8;Elodea densa;5F414C36-9FD4-4BD2-882F-50733B1977EA;VR;11240364;40
